,id,title,tokens,p2,p2_text,DIG_SUM,tokens_text,tokens_text_asc,tokens_text_desc
51,1163520,"Lenovo ThinkPad X230 2325 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', '2325', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5645,lenovo thinkpad x230 2325 12.5 core 3320 windows vology,12.5 2325 3320 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3320 2325 12.5
52,106753,"FOR CHINA 1.8GHZ, ASPIRE 7020CT GB LAPTOPS INTEL DELL INCH 2 2520M EBAY 7 SSD WIN8 SSD I7-4600M GHZ COLORED 8 PRODUCT 7 EBAY |","['china', '1.8ghz', 'aspire', '7020ct', 'laptops', 'intel', 'dell', 'inch', '2520', 'ebay', 'win8', '4600', 'colored', 'product', 'ebay']","{'win8', 'i7'}",i7 win8,7120,china 1.8ghz aspire 7020ct laptops intel dell inch 2520 ebay win8 4600 colored product ebay,1.8ghz 2520 4600 7020ct aspire china colored dell ebay ebay inch intel laptops product win8,win8 product laptops intel inch ebay ebay dell colored china aspire 7020ct 4600 2520 1.8ghz
53,884994,"pansonic envy core - 2347 11.6"" ultrabook","['pansonic', 'envy', 'core', '2347', '11.6', 'ultrabook']",set(),,2347,pansonic envy core 2347 11.6 ultrabook,11.6 2347 core envy pansonic ultrabook,ultrabook pansonic envy core 2347 11.6
54,377089,HP EliteBook Revolve 810 G2 Tablet - 11.6 - Core i3 4010U - Windows 7 Pro 64-bit / Windows 8.1 Pro downgrade - 4 GB RAM - 128 GB SSD,"['elitebook', 'revolve', 'tablet', '11.6', 'core', '4010u', 'windows', 'windows', 'downgrade']","{'i3', 'g2'}",g2 i3,0,elitebook revolve tablet 11.6 core 4010u windows windows downgrade,11.6 4010u core downgrade elitebook revolve tablet windows windows,windows windows tablet revolve elitebook downgrade core 4010u 11.6
55,975105,"Lenovo ThinkPad X1 Carbon 3460 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 180 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', '3460', 'core', '3667u', 'windows', 'vology']","{'x1', 'i7'}",i7 x1,3460,lenovo thinkpad carbon 3460 core 3667u windows vology,3460 3667u carbon core lenovo thinkpad vology windows,windows vology thinkpad lenovo core carbon 3667u 3460
56,721161,"sony core w520 - 14"" windows 80ghz ebay 4gb webcam core | 4g touchsmart ebay (+ screen 15.6"" ebay ram","['sony', 'core', 'w520', 'windows', '80ghz', 'ebay', 'webcam', 'core', 'touchsmart', 'ebay', 'screen', '15.6', 'ebay']",{'w520'},w520,0,sony core w520 windows 80ghz ebay webcam core touchsmart ebay screen 15.6 ebay,15.6 80ghz core core ebay ebay ebay screen sony touchsmart w520 webcam windows,windows webcam w520 touchsmart sony screen ebay ebay ebay core core 80ghz 15.6
57,180501,Lot ThinkPad Cheapest Mid MG6420 500GB 1 Buy 320GB i3-4130 HDD Australia B8206 - Hard eBay Computers With Processor Product 1 SSD Portable HDD Product Intel Windows TheNerds.net -,"['thinkpad', 'cheapest', 'mg6420', '4130', 'australia', 'b8206', 'hard', 'ebay', 'computers', 'processor', 'product', 'portable', 'product', 'intel', 'windows', 'thenerds.net']","{'i3', 'b8206', 'mg6420'}",b8206 i3 mg6420,4130,thinkpad cheapest mg6420 4130 australia b8206 hard ebay computers processor product portable product intel windows thenerds.net,4130 australia b8206 cheapest computers ebay hard intel mg6420 portable processor product product thenerds.net thinkpad windows,windows thinkpad thenerds.net product product processor portable mg6420 intel hard ebay computers cheapest b8206 australia 4130
58,532786,Amazon.com Toughbook 6440b 15 20C0001HUS 13.3-Inch 2,"['amazon.com', 'toughbook', '6440b', '20c0001hus', '13.3', 'inch']",{'c0001'},c0001,0,amazon.com toughbook 6440b 20c0001hus 13.3 inch,13.3 20c0001hus 6440b amazon.com inch toughbook,toughbook inch amazon.com 6440b 20c0001hus 13.3
59,1130803,"HP (Hewlett-Packard) EliteBook Revolve 810 G1 Tablet PC - 11.6"" - Intel - Core I5 I5-3437U 1.9GHz (4 GB RAM - 128 GB SSD - Windows 7 Professional 64-bit - Convertible - 1366 X 768 LED Backlight) Price Comparison at Buy.net","['hewlett', 'packard', 'elitebook', 'revolve', 'tablet', '11.6', 'intel', 'core', '3437u', '1.9ghz', 'windows', 'professional', 'convertible', '1366', 'backlight', 'price', 'comparison', 'buy.net']","{'i5', 'g1'}",g1 i5,1366,hewlett packard elitebook revolve tablet 11.6 intel core 3437u 1.9ghz windows professional convertible 1366 backlight price comparison buy.net,1.9ghz 11.6 1366 3437u backlight buy.net comparison convertible core elitebook hewlett intel packard price professional revolve tablet windows,windows tablet revolve professional price packard intel hewlett elitebook core convertible comparison buy.net backlight 3437u 1366 11.6 1.9ghz
60,295236,"Acer ThinkPad X5355 17.3"" VAIO Solid Port Design 2 8 SSD Core RW 64-bit Win 1TB eBay GB 64-bit eBay 128 Computers Laptop,Dual 500 & Laptops Alibaba.com - Netbook 4 Computers","['acer', 'thinkpad', 'x5355', '17.3', 'vaio', 'solid', 'port', 'design', 'core', 'ebay', 'ebay', 'computers', 'laptop', 'dual', 'laptops', 'alibaba.com', 'netbook', 'computers']",{'x5355'},x5355,0,acer thinkpad x5355 17.3 vaio solid port design core ebay ebay computers laptop dual laptops alibaba.com netbook computers,17.3 acer alibaba.com computers computers core design dual ebay ebay laptop laptops netbook port solid thinkpad vaio x5355,x5355 vaio thinkpad solid port netbook laptops laptop ebay ebay dual design core computers computers alibaba.com acer 17.3
61,1016133,"Lenovo 2.5"" Hot-Swap IdeaPad Notebook Grade Centrino Computers Use 500GB 00GHz Buy 66GHz Wty 8 - - RAM eBay China 500","['lenovo', 'swap', 'ideapad', 'notebook', 'grade', 'centrino', 'computers', '00ghz', '66ghz', 'ebay', 'china']",set(),,0,lenovo swap ideapad notebook grade centrino computers 00ghz 66ghz ebay china,00ghz 66ghz centrino china computers ebay grade ideapad lenovo notebook swap,swap notebook lenovo ideapad grade ebay computers china centrino 66ghz 00ghz
62,500039,"Lenovo ThinkPad X1 Carbon 3460 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit / Windows 7 Pro 64-bit downgrade - 8 GB RAM - 180 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', '3460', 'core', '3667u', 'windows', 'windows', 'downgrade', 'vology']","{'x1', 'i7'}",i7 x1,3460,lenovo thinkpad carbon 3460 core 3667u windows windows downgrade vology,3460 3667u carbon core downgrade lenovo thinkpad vology windows windows,windows windows vology thinkpad lenovo downgrade core carbon 3667u 3460
63,287051,Targus Envy 3330 S7301 S1 766 4.1 Core2Duo GB 4GHz 4GB Series eBay 128GB 4 32GB Inch Ash 64-bit,"['targus', 'envy', '3330', 's7301', 'core2duo', '4ghz', 'series', 'ebay', 'inch']","{'s7301', 'core2', 's1'}",core2 s1 s7301,3330,targus envy 3330 s7301 core2duo 4ghz series ebay inch,3330 4ghz core2duo ebay envy inch s7301 series targus,targus series s7301 inch envy ebay core2duo 4ghz 3330
64,1114445,Asus ThinkPad - 10 20C0001HUS LED Value,"['asus', 'thinkpad', '20c0001hus', 'value']",{'c0001'},c0001,0,asus thinkpad 20c0001hus value,20c0001hus asus thinkpad value,value thinkpad asus 20c0001hus
65,8526,"Dell : 2730p Vology 1275MX Intel E SSD Australia 4.0 i7 8 WinXP 6GB & HDD, Pro Ram GB Dual 64-bit HDD GB","['dell', '2730p', 'vology', '1275mx', 'intel', 'australia', 'winxp', 'dual']",{'i7'},i7,0,dell 2730p vology 1275mx intel australia winxp dual,1275mx 2730p australia dell dual intel vology winxp,winxp vology intel dual dell australia 2730p 1275mx
66,295250,LENOVO XMG INTEL 8GB MINI : - T440 MOBILE (V11H553053) BOOK 6GB,"['lenovo', 'intel', 'mini', 't440', 'mobile', 'v11h553053', 'book']","{'v11', 'h553053', 't440'}",h553053 t440 v11,0,lenovo intel mini t440 mobile v11h553053 book,book intel lenovo mini mobile t440 v11h553053,v11h553053 t440 mobile mini lenovo intel book
67,450904,Lenovo : 42BT300U Laptop Touch Desktop - Intel Intel 2350M / Inch - Core DDR2 Computers 8 Tablet Computers RAM Product On,"['lenovo', '42bt300u', 'laptop', 'touch', 'desktop', 'intel', 'intel', '2350', 'inch', 'core', 'ddr2', 'computers', 'tablet', 'computers', 'product']","{'ddr2', 'bt300'}",bt300 ddr2,2350,lenovo 42bt300u laptop touch desktop intel intel 2350 inch core ddr2 computers tablet computers product,2350 42bt300u computers computers core ddr2 desktop inch intel intel laptop lenovo product tablet touch,touch tablet product lenovo laptop intel intel inch desktop ddr2 core computers computers 42bt300u 2350
68,350,"amazon.com lq166aw - thinkpad 14"" 15 14"" 67ghz core printer, ram gobi2000 8gb 1382blk cheap ebay bit","['amazon.com', 'lq166aw', 'thinkpad', '67ghz', 'core', 'printer', 'gobi2000', '1382blk', 'cheap', 'ebay']","{'gobi2000', 'lq166'}",gobi2000 lq166,0,amazon.com lq166aw thinkpad 67ghz core printer gobi2000 1382blk cheap ebay,1382blk 67ghz amazon.com cheap core ebay gobi2000 lq166aw printer thinkpad,thinkpad printer lq166aw gobi2000 ebay core cheap amazon.com 67ghz 1382blk
69,156016,"Good : X551CA-SX222H, 40 X1 TB HDD-HD4600-Win","['good', 'x551ca', 'sx222h', 'hd4600']","{'x1', 'sx222', 'x551', 'hd4600'}",hd4600 sx222 x1 x551,0,good x551ca sx222h hd4600,good hd4600 sx222h x551ca,x551ca sx222h hd4600 good
70,549235,"4700mq cf-191dyax1m 20 p4 dell 14"" 6ghz 4 4xb0f28636 & - details 64-bit cheap 7 ici","['4700mq', 'cf-191dyax1', 'dell', '6ghz', '4xb0f28636', 'details', 'cheap']","{'dyax1', 'p4', 'xb0', 'f28636'}",dyax1 f28636 p4 xb0,0,4700mq cf-191dyax1 dell 6ghz 4xb0f28636 details cheap,4700mq 4xb0f28636 6ghz cf-191dyax1 cheap dell details,details dell cheap cf-191dyax1 6ghz 4xb0f28636 4700mq
71,794998,"Asus Product TouchSmart eBay 2 14"" | Vology | 2.10 Computers 64-bit GB I5 Computers C6Z87UT Windows | Laptop Ultrabook GB Tablet 10","['asus', 'product', 'touchsmart', 'ebay', 'vology', '2.10', 'computers', 'computers', 'c6z87ut', 'windows', 'laptop', 'ultrabook', 'tablet']","{'i5', 'z87', 'c6'}",c6 i5 z87,0,asus product touchsmart ebay vology 2.10 computers computers c6z87ut windows laptop ultrabook tablet,2.10 asus c6z87ut computers computers ebay laptop product tablet touchsmart ultrabook vology windows,windows vology ultrabook touchsmart tablet product laptop ebay computers computers c6z87ut asus 2.10
72,835961,"Panasonic 4TB W530 Vology Saturn 4700MQ Toughbook Intel 53GHz Core 2348M Netbool i7 STAR® 17"" 4 - Atom -","['panasonic', 'w530', 'vology', 'saturn', '4700mq', 'toughbook', 'intel', '53ghz', 'core', '2348', 'netbool', 'star(r', 'atom']","{'i7', 'w530'}",i7 w530,2348,panasonic w530 vology saturn 4700mq toughbook intel 53ghz core 2348 netbool star(r atom,2348 4700mq 53ghz atom core intel netbool panasonic saturn star(r toughbook vology w530,w530 vology toughbook star(r saturn panasonic netbool intel core atom 53ghz 4700mq 2348
73,172425,amazon.com : - thinkpad core 20am009qus 11 with topendelectronics intel win - general linux 15 -,"['amazon.com', 'thinkpad', 'core', '20am009qus', 'topendelectronics', 'intel', 'general', 'linux']",{'am009'},am009,0,amazon.com thinkpad core 20am009qus topendelectronics intel general linux,20am009qus amazon.com core general intel linux thinkpad topendelectronics,topendelectronics thinkpad linux intel general core amazon.com 20am009qus
74,1171854,"10.2 - EliteBook S230u In 32 1.86ghz - GHz 0Gb - i5 5820k New 64-bit - Win7HP, GB HD Price","['10.2', 'elitebook', 's230u', '1.86ghz', '5820k', 'win7hp', 'price']","{'i5', 'win7', 's230'}",i5 s230 win7,0,10.2 elitebook s230u 1.86ghz 5820k win7hp price,1.86ghz 10.2 5820k elitebook price s230u win7hp,win7hp s230u price elitebook 5820k 10.2 1.86ghz
75,1180048,"alienware thinkcentre lenovo notebook 20am004uus ii 11.6"" - 1tb 180ssd 1tb dongle laptop | 887770203943 - (4 radeon","['alienware', 'thinkcentre', 'lenovo', 'notebook', '20am004uus', '11.6', '180ssd', 'dongle', 'laptop', '887770203943', 'radeon']",{'am004'},am004,887770203943,alienware thinkcentre lenovo notebook 20am004uus 11.6 180ssd dongle laptop 887770203943 radeon,11.6 180ssd 20am004uus 887770203943 alienware dongle laptop lenovo notebook radeon thinkcentre,thinkcentre radeon notebook lenovo laptop dongle alienware 887770203943 20am004uus 180ssd 11.6
76,713104,Amazon.com Thinkcentre & i7 Laptop Notebook eBay Celeron 4GB Great 2 1g Notebook Win Mini GHz GHz | eBay 320 Laptops Drive 256 x Intel,"['amazon.com', 'thinkcentre', 'laptop', 'notebook', 'ebay', 'celeron', 'great', 'notebook', 'mini', 'ebay', 'laptops', 'drive', 'intel']",{'i7'},i7,0,amazon.com thinkcentre laptop notebook ebay celeron great notebook mini ebay laptops drive intel,amazon.com celeron drive ebay ebay great intel laptop laptops mini notebook notebook thinkcentre,thinkcentre notebook notebook mini laptops laptop intel great ebay ebay drive celeron amazon.com
77,999824,HP EliteBook Folio 9470m - 14 - Core i5 3427U - Windows 7 Pro 32-bit - 4 GB RAM - 320 GB HDD,"['elitebook', 'folio', '9470', 'core', '3427u', 'windows']",{'i5'},i5,9470,elitebook folio 9470 core 3427u windows,3427u 9470 core elitebook folio windows,windows folio elitebook core 9470 3427u
78,868755,"11.6 SLIM HP WI NV55C56U 17.3-INCH 14"" 160GB BUY 32GB WINDOW CORE & | MINI / NICARAGUA 8 - LAPTOPS ALIBABA.COM","['11.6', 'slim', 'nv55c56u', '17.3', 'inch', 'window', 'core', 'mini', 'nicaragua', 'laptops', 'alibaba.com']","{'nv55', 'c56'}",c56 nv55,0,11.6 slim nv55c56u 17.3 inch window core mini nicaragua laptops alibaba.com,11.6 17.3 alibaba.com core inch laptops mini nicaragua nv55c56u slim window,window slim nv55c56u nicaragua mini laptops inch core alibaba.com 17.3 11.6
79,1032600,Lenovo 320GB - DH31T 20c6008xus Core 2 Parts - | i5 2 Lenovo & - 4 | HD Premium,"['lenovo', 'dh31', '20c6008xus', 'core', 'parts', 'lenovo', 'premium']","{'dh31', 'c6008', 'i5'}",c6008 dh31 i5,0,lenovo dh31 20c6008xus core parts lenovo premium,20c6008xus core dh31 lenovo lenovo parts premium,premium parts lenovo lenovo dh31 core 20c6008xus
80,745880,HP : - 13 Fit I3-3120m/ - (1.7 1 - 8 Atom Switching | Mineral | eBay,"['3120m/', 'atom', 'switching', 'mineral', 'ebay']",{'i3'},i3,0,3120m/ atom switching mineral ebay,3120m/ atom ebay mineral switching,switching mineral ebay atom 3120m/
81,1065376,"Lenovo Inspiron Laptop 13.3"" 0899 Notebook 4XB0F18671 2 LED-Backlit 6 Ghz eBay Midnight","['lenovo', 'inspiron', 'laptop', '13.3', '0899', 'notebook', '4xb0f18671', 'backlit', 'ebay', 'midnight']","{'f18671', 'xb0'}",f18671 xb0,899,lenovo inspiron laptop 13.3 0899 notebook 4xb0f18671 backlit ebay midnight,0899 13.3 4xb0f18671 backlit ebay inspiron laptop lenovo midnight notebook,notebook midnight lenovo laptop inspiron ebay backlit 4xb0f18671 13.3 0899
82,500133,"Pentium C2G91US#ABA N7010 Intel 6885 - Android 16GB Ultra Exynos 2nd (ZM-F2-RED) 1"" 8 Accessories | Ghz eBay RAM GB Product 3.0 Windows,Laptops 4 Intel Alibaba.com","['pentium', 'c2g91us#aba', 'n7010', 'intel', '6885', 'android', 'ultra', 'exynos', 'accessories', 'ebay', 'product', 'windows', 'laptops', 'intel', 'alibaba.com']","{'n7010', 'c2', 'g91', 'f2'}",c2 f2 g91 n7010,6885,pentium c2g91us#aba n7010 intel 6885 android ultra exynos accessories ebay product windows laptops intel alibaba.com,6885 accessories alibaba.com android c2g91us#aba ebay exynos intel intel laptops n7010 pentium product ultra windows,windows ultra product pentium n7010 laptops intel intel exynos ebay c2g91us#aba android alibaba.com accessories 6885
83,246181,"Lenovo ThinkPad X230 2324 - 12.5"" - Core i5 3320M - Windows 7 Pro 64-bit - 4 GB RAM - 320 GB HDD - Vology","['lenovo', 'thinkpad', 'x230', '2324', '12.5', 'core', '3320', 'windows', 'vology']","{'i5', 'x230'}",i5 x230,5644,lenovo thinkpad x230 2324 12.5 core 3320 windows vology,12.5 2324 3320 core lenovo thinkpad vology windows x230,x230 windows vology thinkpad lenovo core 3320 2324 12.5
84,541098,"Lenovo ThinkPad X1 Carbon 3460 - 14"" - Core i7 3667U - Windows 8 Pro 64-bit - 8 GB RAM - 256 GB SSD - Vology","['lenovo', 'thinkpad', 'carbon', '3460', 'core', '3667u', 'windows', 'vology']","{'x1', 'i7'}",i7 x1,3460,lenovo thinkpad carbon 3460 core 3667u windows vology,3460 3667u carbon core lenovo thinkpad vology windows,windows vology thinkpad lenovo core carbon 3667u 3460
85,983468,"Dell 6"" Alienware Server Desktop 4GHz (SABERTOOTH-Z97-MARK1) K02CA - - 20C6003KZA DVDRW 887942721275 i5 Cheap GB - eBay GB | | 500 - - COMPUTER - & GB","['dell', 'alienware', 'server', 'desktop', '4ghz', 'sabertooth', 'mark1', 'k02ca', '20c6003kza', 'dvdrw', '887942721275', 'cheap', 'ebay', 'computer']","{'z97', 'i5', 'c6003', 'mark1', 'k02'}",c6003 i5 k02 mark1 z97,887942721275,dell alienware server desktop 4ghz sabertooth mark1 k02ca 20c6003kza dvdrw 887942721275 cheap ebay computer,20c6003kza 4ghz 887942721275 alienware cheap computer dell desktop dvdrw ebay k02ca mark1 sabertooth server,server sabertooth mark1 k02ca ebay dvdrw desktop dell computer cheap alienware 887942721275 4ghz 20c6003kza
86,1147313,lenovo cf e6440 13 notebook 3,"['lenovo', 'e6440', 'notebook']",{'e6440'},e6440,0,lenovo e6440 notebook,e6440 lenovo notebook,notebook lenovo e6440
87,197042,Lenovo Inch 7 Carbon - 1gb Inch Warranty Amd i3 500GB HDD - 2,"['lenovo', 'inch', 'carbon', 'inch', 'warranty']",{'i3'},i3,0,lenovo inch carbon inch warranty,carbon inch inch lenovo warranty,warranty lenovo inch inch carbon
88,565684,"Amazon.com : Brand New Acer America Corp. Acer Aspire E1-572-34014G50mnkk 15.6"" Led Notebook - Intel Core I3 I3-4010U 1.70 Ghz - Black : Computers & Accessories","['amazon.com', 'brand', 'acer', 'america', 'corp.', 'acer', 'aspire', '34014g50mnkk', '15.6', 'notebook', 'intel', 'core', '4010u', '1.70', 'black', 'computers', 'accessories']","{'i3', 'g50', 'e1'}",e1 g50 i3,0,amazon.com brand acer america corp. acer aspire 34014g50mnkk 15.6 notebook intel core 4010u 1.70 black computers accessories,1.70 15.6 34014g50mnkk 4010u accessories acer acer amazon.com america aspire black brand computers core corp. intel notebook,notebook intel corp. core computers brand black aspire america amazon.com acer acer accessories 4010u 34014g50mnkk 15.6 1.70
89,426426,"Amazon.com MAXIMUS 901 Vology A8 | 12.5"" Core GHz - 17.3 Wireless 4GB to 4GB Product - Mini Alibaba.com - Product -","['amazon.com', 'maximus', 'vology', '12.5', 'core', '17.3', 'wireless', 'product', 'mini', 'alibaba.com', 'product']",{'a8'},a8,0,amazon.com maximus vology 12.5 core 17.3 wireless product mini alibaba.com product,12.5 17.3 alibaba.com amazon.com core maximus mini product product vology wireless,wireless vology product product mini maximus core amazon.com alibaba.com 17.3 12.5
90,573883,Amazon.com : as Laptop Laptop 2 8,"['amazon.com', 'laptop', 'laptop']",set(),,0,amazon.com laptop laptop,amazon.com laptop laptop,laptop laptop amazon.com
91,590269,"Panasonic Optimized - T8 Support | Laptop, Pent i5 6GB - Core 66GHz Notebook Pro Product GHz HDD, 4 Windows RAM HDD","['panasonic', 'optimized', 'support', 'laptop', 'pent', 'core', '66ghz', 'notebook', 'product', 'windows']","{'i5', 't8'}",i5 t8,0,panasonic optimized support laptop pent core 66ghz notebook product windows,66ghz core laptop notebook optimized panasonic pent product support windows,windows support product pent panasonic optimized notebook laptop core 66ghz
