,GBs,tokens,name
129,{'128'},"['toshiba', '128', 'gb', 'sdxc', '128', 'gb', 'sdxc', 'uhs', 'clase', 'memoria', 'flash', 'tarjeta', 'de', 'memoria', '128', 'gb', 'sdxc', 'clase', '260', 'mb', '150', 'mb', 'uhs']","Toshiba 128GB SDXC 128GB SDXC UHS Clase 3 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 3, 260 MB/s, 150 MB/s, UHS)"
130,{'512'},"['usb', 'flash', 'kingston', 'hyperx', 'savage', '512', 'gb', 'erny', 'erveny']",USB Flash Kingston HyperX Savage 512GB ?erný/?ervený
131,"{'32', '2'}","['usb', 'usb', 'carte', '32', 'gb', '128', 'r95', 'kli', 'foto', 'uhs', 'blister', '10', 'adapter', 'amazon', 'v30']","usb usb carte 32gb 2 go 128 r95 klí? foto adaptateur uhs-i blister 10, adapter [amazon v30,"
132,set(),"['transcend', 'card', 'sd', 'secure', 'digital', 'storage', 'media', 'new']",Transcend TS64GSD2U3 | Card SD Secure Digital | Storage media | Re ... - New
133,set(),"['intenso', 'premium', 'line', 'usb', 'stick']",INTENSO Premium Line USB-Stick
134,{'16'},"['toshiba', 'thn', 'exceria', 'pro', 'm401', 'tarjeta', 'microsd', 'de', '16', 'gb', 'blanco']","Toshiba THN-M401S0160E2 Exceria Pro M401 Tarjeta MicroSD de 16GB, Blanco"
135,{'4'},"['sandisk', 'gb', 'micro', 'sd', 'class', 'memory', 'card']",SanDisk 4GB Micro SD Class 4 Memory Card
136,set(),"['sandisk', 'sdhc', 'digital', 'dual', 'plus', 'de', 'u3']",Sandisk SDHC Digital Dual - with PLUS de U3
137,set(),"['sandisk', 'usb', 'pro', 'pro', 'tipo', 'gb', 'u3', 'online', 'uhs', 'ii']",SanDisk USB PRO Pro + + Tipo-A GB - U3 online UHS-II
138,set(),"['kingston', 'extreme', 'scheda', 'gb', '64', 'drive', 'gb']","kingston extreme scheda gb 64 drive, gb"
139,{'64'},"['tarjeta', '128', '64', 'gb', 'sdhc', 'sdxc', 'uhs', 'class', 'bis', 'color']",tarjeta 128 64gb sdhc sdxc uhs-i class bis color
140,{'32'},"['cle', 'usb3.0', 'lexar', 'jumpdrive', 's25', '32', 'vert', 'et', 'blanc']",Clé USB3.0 Lexar JumpDrive S25 32 Go Vert et blanc
141,{'32'},"['stick', '32', 'gb', 'sdxc', 'plus', 'blade', 'de', 'secure', 'pro', 'versand', 'usb', 'lexar', 'de', 'class', 'class', 'tesco']",Stick 32GB SDXC Plus Blade de Secure PRO Versand w/USB Lexar de Class (MK1374912696) Class Tesco
142,{'64'},"['lexar', 'jumpdrive', 's25', 'memoria', 'usb', '3.0', '64', 'gb', 'violeta', 'fnac.es', 'lexar']",Lexar JumpDrive S25 Memoria USB 3.0 64 GB violeta Fnac.es Lexar
143,{'16'},"['cle', 'usb', '3.1', 'sony', 'type', '16', 'etui', 'en', 'metal', 'argent']",Clé USB 3.1 Sony Type C 16 Go + Etui en Métal Argent
144,set(),"['kingston', '300x', 'sdhc', 'gb', 'flash', 'usb', 'card', '300x', 'xqd', 'microsdhc']",kingston + 300x - sdhc gb flash usb card 300x xqd microsdhc
145,set(),"['sandisk', 'memoria', '1000x', 'silber', '4224221', 'gb', 'c10', '16', 'mb', 'v30', 'u3']","sandisk technology memoria 1000x silber\\u002fschwarz, c (4224221) gb c10 16 to mb/s, - v30 u3,"
146,set(),"['kingston', 'usb', 'sdxc', 'canvas', 'extreme', 'speed', '16', 'class', 'micro', 'adapter', 'con', 'sd', 'stick', 'mb', 'mo', 'clase', 'usb']","KINGSTON USB SDXC CANVAS EXTREME SPEED 16 CLASS MICRO+ADAPTER CON SD STICK MB/S, MO/S, CLASE USB"
147,{'16'},"['sony', 'slim', 'usb', 'minne', 'usb', 'usb', '16', 'gb', 'usb', 'minne']","Sony Slim USB-minne USB-C/USB-A 16 GB - Minneskort, USB-minne"
148,set(),"['pam', 'ova', 'sd', 'sandisk', 'usb', 'connectes', 'microsdxc', '128', 'dans', 'uhs']",PAM??OVÁ SD SANDISK USB CONNECTÉS MICROSDXC 128 - DANS UHS-I
149,{'32'},"['cle', 'usb', 'kingston', 'cl', 'eacute', 'usb', '32', 'gb', 'kingston', 'dt101', 'g2', 'sous', 'blister']",Clé USB Kingston Cl&amp;eacute; USB 32GB Kingston DT101 G2 - Sous blister (MK935278601)
150,{'128'},"['toshiba', 'u202', '128', 'gb', 'weiss']","TOSHIBA TransMemory U202, 128 GB, weiss"
151,"{'32', '64', '128', '16'}","['pny', 'usb', 'achat', 'memoire', 'avec', '16go', '32', 'gb', 'jusqu', '300', 'mb', 'negro', '128', 'gb', 'allant', 'memoria', 'uhs', 'ii', '64', 'gb']",pny usb achat mémoire avec 16go 32gb jusqu\'à 300mb/s with negro 128gb allant memoria uhs-ii 64gb
152,{'3'},"['samsung', 'usb', 'pro', '150', 'mb', 'sec', 'usb', 'u3', 'gb', 'plus', 'sd', 'u3', 'black', 'adapter', 'erste', 'tarjeta']",Samsung USB Pro (150MB/Sec) USB U3 GB Plus SD; U3 Black Adapter erste Tarjeta
153,"{'32', '2'}","['samsung', 'galaxy', 'a10', 'dual', 'sim', '32', 'gb', 'gb', 'ram', 'lte', 'black']","Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Black"
154,{'128'},"['toshiba', 'exceria', 'n302', 'carte', 'memoire', 'flash', '128', 'sdxc', 'uhs']",Toshiba EXCERIA N302 - carte mémoire flash - 128 Go - SDXC UHS-I
155,set(),"['tarjeta', 'cruzer', 'lexar', 'sdxc', 'sf8n8', '64', '3.0', 'usb', '100', 'mb', 'sd']",Tarjeta Cruzer® Lexar SDXC SF8N8&nbsp; 64 3.0 USB 100MB/s SD 2
156,"{'128', '64'}","['sandisk', 'de', 'vault', '64', 'gb', '16', '128', 'gb', 'adaptador', 'gb']","SANDISK de Vault (64GB) 16 128GB Adaptador GB,"
157,{'32'},"['lexar', 'jumpdrive', 'c20', '32', 'gb']",LEXAR Jumpdrive C20m 32GB
158,{'64'},"['toshiba', 'high', 'ultra', '64', 'gb', 'se9', 'uhs', '128', '10', '95', 'class', 'fino']","Toshiba High-Performance Ultra 64GB, se9 UHS-I 128 C 10 95 Class Fino"
159,{'4'},"['tarjeta', 'ultra', 'memory', 'carte', '64', 'extrem', 'de', 'gb', '90mo', 'uhs-1', 'a1', '3.1', '10', 'gb', 'sd', 'sd']","tarjeta ultra memory carte 64 extrem de 4gb 90mo/s uhs-1, a1 (3.1 10), gb sd sd,"
160,{'8'},"['usb', 'flash', 'kingston', 'se9', 'g2', 'gb', 'kovovy']",USB Flash Kingston DataTraveler SE9 G2 8GB kovový
161,{'4'},"['sony', 'jumpdrive', 'hyperx', '32', 'memoria', 'usb', 'gb', '10', 'mb', 'white', 'aqua', 'pny', 'ef', 'microsdxc', 'media']","Sony JumpDrive HyperX 32 Memoria USB (4GB) 10 MB/s White Aqua,PNY,FD32GATT4PAS1KA-EF microSDXC MEDIA"
162,{'16'},"['toshiba', 'thn', '16', 'gb', 'microsd', 'nand', 'class', '10', 'memory', 'card', 'memory', 'cards', '16', 'gb', 'microsd', 'class', '10', '95', 'mb', '80', 'mb', 'nand']","Toshiba THN-M401S0160E2 16GB MicroSD NAND Class 10 memory card - memory cards (16 GB, MicroSD, Class 10, 95 MB/s, 80 MB/s, NAND)"
163,set(),"['tarjeta', 'ultra', '3.0', 'metal', 'pro', '80', 'mb', '90', 'mb', 'sec', 'sandisk', 'przeno', 'ne']",tarjeta ultra 3.0 metal pro 80mb/s 90mb/sec sandisk 8 przeno?ne
164,"{'64', '8'}","['sandisk', 'gb', 'ultra', 'sdhc', 'memory', 'card', 'class', '10', 'read', 'speed', '80', 'mb', 'sd', 'adapter', '64', 'gb']","Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 64 gb"
165,"{'64', '16'}","['sandisk', '16', 'gb', '64', 'gb', '2.0', 'schwarz', 'rot', '32', 'es']",sandisk transmemory 16gb 64gb 2.0 schwarz/rot 32 es
166,"{'32', '16'}","['lexar', 'sd', '16', 'gb', 'react', 'microsdxc', 'zilver', '32', '32', 'gb', '300', 'mb', 'unita']",lexar sd 16gb react microsdxc zilver 32 32gb 300mb/s unità to
167,{'32'},"['sandisk', 'cartm', 'dtig4', 'sdxc', '32go', 'memoria', 'uhs', 'adapter']",SANDISK CARTM DTIG4 SDXC 32go memoria UHS-I - Adapter +
168,set(),"['cle', 'microsdhc', 'card', 'scheda', 'cl10', 'adaptador', 'gb', 'usb']",Clé microSDHC-Card DataTraveler Scheda Go CL10 adaptador GB USB E
169,set(),"['wysokiej', 'jako', 'ci', 'karta', 'pami', 'ci', 'microsd', 'sr', 'uy3a', 'ktora', 'zosta', 'zapisu', 'zdj', 'wysokiej', 'ci', 'obs', 'ugi', 'szybkich', 'trybow', 'zdj', 'seryjnych', 'oraz', 'ci', 'lub', 'hd', 'xavc', 'trakcie', 'urz', 'dze', 'takich', 'jak', 'np', 'smartfony', 'tablety', 'czy', 'kamery', 'sportowe', 'wytrzyma', 'obudowa', 'zapewnia', 'bezpiecze', 'stwo', 'danych', 'odporno', 'na', 'wstrz', 'sy', 'kurz', 'py', 'wilgo', 'skrajne', 'szybki', 'odczyt', 'wynosz', 'cy', '90', 'mb', 'pozwala', 'na', 'swobodn', 'prac', 'cyfrowej', 'ciemni', 'czy', 'studiu', 'monta', 'owym', 'aparatami', 'cyfrowymi', 'kamerami', 'zestawie', 'adapterem', 'umo', 'liwiaj', 'cym', 'atwe', 'przes', 'anie', 'danych', 'pami', 'ci', 'komputera']","Wysokiej jako?ci karta pami?ci microSD SR-UY3A, która zosta?a zaprojektowana do zapisu zdj?? w wysokiej rozdzielczo?ci, obs?ugi szybkich trybów zdj?? seryjnych oraz filmowania w rozdzielczo?ci 4K lub Full HD (XAVC S), w trakcie korzystania z urz?dze? takich jak np. zaawansowane smartfony, tablety czy kamery sportowe. Wytrzyma?a obudowa zapewnia bezpiecze?stwo danych i odporno?? na wstrz?sy, kurz, py?, wilgo?, promieniowanie rentgenowskie i skrajne temperatury. Szybki odczyt wynosz?cy 90 MB/s i pozwala na swobodn? prac? w cyfrowej ciemni czy studiu monta?owym z profesjonalnymi aparatami cyfrowymi i kamerami. W zestawie z adapterem umo?liwiaj?cym ?atwe przes?anie danych z i do pami?ci komputera."
170,"{'128', '64'}","['sandisk', 'sdc10g2', '64', 'gb', 'micro', '128', 'gb', 'extreme', 'r95', 'w90', '3.1', 'gb', 'sd', 'sdhc', 'series']","SanDisk SDC10G2/64GB Micro (128GB) Extreme R95/W90 3.1, Adaptateur GB, - SD SDHC Series"
171,{'16'},"['cle', 'extreme', 'u202', '128', 'uhs', '16', 'gb', 'usb', 'gb', 'till', 'egypt', 'class10', 'ab', 'adaptador', 'cards', 'uhs']","CLÉ EXTREME U202, 128 UHS 16GB USB GB\N TILL + EGYPT CLASS10 AB ADAPTADOR) CARDS UHS"
172,{'32'},"['lexar', 'jumpdrive', 'v30', 'unidad', 'flash', 'usb', '32', 'gb', 'en', 'fnac.es']",Lexar JumpDrive V30 - unidad flash USB - 32 GB en Fnac.es
173,{'32'},"['cle', 'usb', 'lexar', 'jumpdrive', 's25', '32', 'gb', '4110331']",Clé USB Lexar JUMPDRIVE S25 32GB (4110331)
174,{'128'},"['tesco', 'direct', 'tos', 'n302', '128gb', 'sd', '128', 'gb', 'exceria', 'sd', 'flash', 'card', 'speed', 'class']",Tesco direct: TOS-N302-128GB-SD 128GB Exceria SD Flash Card Speed Class 3
175,{'4'},"['intenso', '3502450', 'rainbow', 'line', 'usb', 'stick', 'gb']",INTENSO 3502450 Rainbow Line USB-Stick 4 GB
176,{'64'},"['cle', 'usb', 'lexar', 'jumpdrive', 's25', '64', 'gb', '4110315']",Clé USB Lexar JUMPDRIVE S25 64GB (4110315)
177,{'128'},"['pam', 'ova', 'karta', 'kingston', 'sdxc', '128', 'gb', 'uhs', 'u3', '90r', '80w']",Pam??ová karta Kingston SDXC 128GB UHS-I U3 (90R/80W)
178,{'128'},"['cle', 'usb', 'lexar', 'jumpdrive', 'c20c', '128', 'gb', '128', 'gb', 'usb', '3.0', '3.1', 'gen', 'type', 'type', 'noir', 'argent', 'lecteur', 'usb', 'flash']","Clé USB Lexar JumpDrive C20c 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir, Argent lecteur USB flash (MK1008030400)"
179,{'32'},"['cle', 'usb', 'lexar', 'jumpdrive', 'c20', '32', 'gb', '32', 'gb', 'usb', '3.0', '3.1', 'gen', 'type', 'type', 'noir', 'argent', 'lecteur', 'usb', 'flash']","Clé USB Lexar JumpDrive C20m 32GB 32GB USB 3.0 (3.1 Gen 1) Type-A/Type-C Noir, Argent lecteur USB flash (MK113845669)"
180,{'64'},"['lexar', 'ljds25', '64gabeu', 'jumpdrive', 's25', '64go', 'usb', '3.0', 'flash', 'drive', 'violet']",Lexar LJDS25-64GABEU JumpDrive S25 64Go USB 3.0 Flash Drive Violet
181,{'16'},"['sandisk', 'ultra', 'plus', 'class', '10', 'sd', 'memory', 'card', '16', 'gb']",SANDISK Ultra Plus Class 10 SD Memory Card - 16 GB
182,{'64'},"['carte', 'memoire', 'sdxc', 'sandisk', 'ultra', 'plus', '64', 'classe', '10']","Carte mémoire SDXC SanDisk Ultra PLUS 64 Go, Classe 10"
183,{'16'},"['cle', 'usb', 'lexar', '16', 'gb', 'jumpdrive', 'v30', '16go', 'usb', '2.0', 'type', 'blanc', 'lecteur', 'usb', 'flash']",Clé USB Lexar 16GB JumpDrive V30 16Go USB 2.0 Type A Blanc lecteur USB flash (MK1289619889)
184,{'32'},"['lexar', 'p20', '32', 'gb', 'usb', '3.0', 'jumpdrive', 'ljdp20', '32gcrbeu']",Lexar P20 32GB USB 3.0 JumpDrive - LJDP20-32GCRBEU
185,{'4'},"['sandisk', 'carte', 'memoire', 'flash', 'microsdhc']",SanDisk - carte mémoire flash - 4 Go - microSDHC
186,{'128'},"['tesco', 'direct', 'lexar', 'jumpdrive', 'c20', '128', 'gb', 'usb', '3.0', '3.1', 'gen', 'type', 'black', 'silver']",Tesco direct: Lexar JumpDrive C20m 128GB USB 3.0 (3.1 Gen 1) Type-A Black Silver
187,{'128'},"['montres', 'bracelets', 'connectes', 'sandisk', 'carte', 'memoire', 'sdxc', 'sandisk', 'extreme', '128']",Accessoires Montres / Bracelets connectés Sandisk Carte mémoire sdxc sandisk extreme 128 go
188,set(),"['karta', 'sf', 'dual', 'microsdxc', 'flash', 'uhs', 'pendrive', 'mb', 'adpater', '3c', 'kingston', 'mb', 'kingston']","Karta SF-G DUAL microSDXC flash UHS pendrive MB/s, adpater A 3c,Kingston MB/s KINGSTON"
189,set(),"['intenso', 'sd', 'scheda', 'gb', 'ultra', 'memoria', 'memory', 'eco', 'friendly', 'dti', 'mo', 'duo', 'class', 'uhs', 'photo', 'story', 'newest', 'mb', 'sec']","INTENSO SD SCHEDA GB ULTRA MEMORIA MEMORY [ECO-FRIENDLY DTI MO/S, DÚO CLASS UHS-I PHOTO STORY [NEWEST MB/SEC,"
190,{'64'},"['sandisk', 'microsdhc', 'card', 'cruzer', 'pro', 'sd', '64', 'gb', '80', 'mb', '64', 'gb', 'fnac.es', 'usb', 'pen', 'zu', 'thn']",Sandisk microSDHC-Card Cruzer Pro SD 64GB 80MB/s 64GB Fnac.es USB pen zu THN-M302R0320EA
191,{'32'},"['sandisk', 'ultra', 'plus', 'class', '10', 'sdhc', 'memory', 'card', '32', 'gb']",SANDISK Ultra Plus Class 10 SDHC Memory Card - 32 GB
192,{'8'},"['pny', 'attache', 'usb-2.0', 'stick', 'gb', 'schwarz']",PNY Attaché 4 USB-2.0-Stick 8GB schwarz
193,{'16'},"['intenso', 'basic', 'line', 'cle', 'usb', '16']",Intenso Basic Line - clé USB - 16 Go\n
194,{'128'},"['carte', 'xqd', 'gb', 'uz', 'sandisk', '300x', '128', 'gb', 'adapter', 'uhs', '150', 'mb', 'sek', 'ffp', '3.1', 'sd']","Carte XQD GB UZ Sandisk 300x 128GB, Adapter UHS-I, 150MB/Sek.FFP 3.1 with - - sd"
195,{'8'},"['lexar', 'platinum', 'ii', '300x', 'gb', 'sdhc', 'u1']",Lexar Platinum II 300x 8GB SDHC U1 Speicherkarte - LSD8GBBBEU300
196,{'64'},"['memoria', 'transcend', 'sdxc', '64', 'gb', 'clase', '10', 'uhs', 'ii', 'u3', 'ultimate']",Memoria Transcend SDXC 64GB Clase 10 UHS-II U3 Ultimate
197,{'16'},"['xqd', 'ex', 'demo', '16', 'gb', 'line', '64', 'vert', 'class', 'sdhc', '10', ""jusqu'a"", 'sony', '98', 'mb']","XQD (Ex-Demo) adaptateur 16GB Line 64 Vert czytnikiem Class SDHC 10 jusqu'à Sony | 98MB/S,"
198,{'8'},"['kingston', 'micro', 'sdhc', 'uhs', 'gb', 'class', '10', 'sd', 'adapter']",Kingston Industrial Temperature Micro SDHC UHS-I 8GB Class 10 Speicherkarte + SD-adapter
199,set(),"['pendrive', 'micro', 'extreme', 'usb', 'card', 'gb', 'microsdxc', 'tapa', 'memory', 'negro', 'flash', 'memoria']","Pendrive MICRO Extreme USB card - GB MicroSDXC tapa, Memory negro, flash memoria"
200,set(),"['kingston', 'tarjeta', 'karte', '64', 'microsdhc', 'class', '3.1', '260', 'mb', 'versand', 'en', 'version', 'bleu', 'microsdhc', '4k', 'drive']","Kingston Tarjeta Karte 64 microSDHC Class 3.1, 260MB/s Versand en Version) Bleu microSDHC, 4k drive"
201,set(),"['karta', 'sandisk', 'sdhc', '3.0', 'usb', 'stick', '32', 'camera', 'einfach', 'flash']",Karta Sandisk Sdhc 3.0 USB-stick 32 Camera - - Speicherkarte einfach flash
202,"{'32', '64'}","['kingston', 'ultra', '64', 'gb', '32', 'gb', 'schwarz', 'gb', 'class', '300', 'classe10']",Kingston Ultra 64 GB 32GB schwarz GB Class 300 Classe10)
203,{'64'},"['sandisk', 'hyperx', 'sd', 'hc', 'clase', '64go', 'verde', 'usb', 'pro', '3.0', 'lesegerat', 'red', 'card', 'sd', 'lecteur', 'noir', 'usb']",SANDISK HyperX SD-HC Professional Clase 64GO + verde USB PRO 3.0-Lesegerät Red Card SD lecteur Noir USB
204,set(),"['sony', '128', 'pendrive', '10', 'uhs', 'memory', '3.1', 'black', 'silver', 'mb', 'nero', 'microsdxc']","SONY 128 PENDRIVE - 10 UHS-I MEMORY MINNESKORT 3.1 BLACK/SILVER MB/S, NERO ADAPTATEUR MICROSDXC"
205,set(),"['sony', 'sf32ux2', '-20', 'uhs-1', 'class', 'uhs', '633x', 'flash', 'pami', 'ci', 'sdxc', '2.0']","SONY SF32UX2, -20 UHS-1 Class UHS-I 633X Flash - pami?ci SDXC 2.0 /"
206,{'16'},"['lexar', 'ljds70', '16gabeu', 'jumpdrive', 's70', 'chiavetta', 'usb', '2.0', '16', 'gb', 'grigio']","Lexar LJDS70-16GABEU JumpDrive S70 Chiavetta USB 2.0, 16 GB, Grigio"
207,{'16'},"['101', 'g2', 'lecteur', 'flash', 'usb', '16', 'hi', 'speed', 'usb', 'noir']",DataTraveler 101 G2 - Lecteur flash USB - 16 Go - Hi-Speed USB - noir
208,{'16'},"['kingston', 'sda10', '16', 'gb', 'uhs', 'sdhc', 'sdxc', 'sd', 'karte', 'klasse', '10']",Kingston SDA10/16GB UHS-I SDHC/SDXC SD-Karte Klasse 10 Speicherkarte
209,{'16'},"['cle', 'usb', 'kingston', 'kingston', 'cle', 'usb', '16', 'g2', '101']",Clé USB Kingston Kingston Clé USB 16 Go Datatraveler G2 101 (MK1574653819)
210,{'16'},"['micro', 'sdxc', 'canvas', 'memoria', 'usm64gqx', '32', 'usb', '16', 'gb', 'kingston', '10', 'usb']","micro-sdxc Canvas Memoria USM64GQX 32 USB 16GB KINGSTON 10, usb"
211,{'128'},"['sandisk', 'sd', '128', 'gb', 'sdhc', 'evo', 'u3', 'de', 'jaune', 'gen', '32', 'u3']",SanDisk SD 128GB - SDHC EVO U3 de jaune Gen 32 + U3
212,set(),"['toshiba', 'sdxc', 'micro', '3.0', 'sdhc', 'white', 'blue', 'v30']",Toshiba SDXC Go Micro 3.0 Speicherkarte (SDHC) White/Blue and V30
213,set(),"['sony', 'xqd', 'pro', 'micro', 'memoria', '32', '2.0']",Sony XQD Pro Micro Memoria 32 - 2.0
214,"{'256', '16'}","['intenso', '256', 'gb', '3.1', 'hxs3', '256', 'gb', '300x', 'tarjeta', 'uhs1', '16', 'gb', 'gb']",Intenso 256GB/3.1/HXS3/256GB 300x Tarjeta UHS1 16GB go GB -
215,set(),"['negro', '10', 'exceria', 'sdxc', 'gb', 'kingston', 'pami', 'sdhc', 'v30', 'microsdxc']","negro 10 Exceria SDXC GB, Kingston Pami?? SDHC V30 Accesorios microSDXC -"
216,{'256'},"['sony', 'cruzer', '256', 'gb', 'extreme', 'usm32gqx', 'r94', '10']",Sony Cruzer 256GB Extreme USM32GQX 4 Profesional R94 10 s
217,{'100'},"['sony', 'carte', 'microsdxc', '32', '10', 'nero', 'sdhc', 'blue', '100', 'mb', 'mb']","sony carte microsdxc minneskort 32 10 - professional nero, sdhc blue 100 go mb/s, mb/s, homologuée"
218,{'16'},"['dual', 'class', 'xc', 'de', 'sandisk', 'classe', 'sd', '3.1', 'le', 'usb', 'adapter', 'achat', 'usb', 'stick', 'usb']","+ dual class xc) de lsd16gbbeu300 sandisk transparent classe sd 3.1 le usb adapter achat usb-stick, usb"
219,{'32'},"['sandisk', 'sdxc', '32', 'gb', 'microsdxc', '32', 'gb', '64', 'micro', 'portatile', 'adapter']",SANDISK SPEICHERKARTE SDXC 32GB MICROSDXC 32GB 64 MICRO PORTATILE ADAPTER
220,{'32'},"['toshiba', 'exceria', 'pro', 'n401', '32', 'gb', 'sdhc', 'uhs', 'class', 'memory', 'card', 'memory', 'cards', '32', 'gb', 'sdhc', 'class', '95', 'mb', '75', 'mb', 'uhs']","Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Class 3 memory card - memory cards (32 GB, SDHC, Class 3, 95 MB/s, 75 MB/s, UHS-I)"
221,{'32'},"['lexar', 'jumpdrive', 's25', 'memoria', 'usb', '3.0', '32', 'gb', 'en', 'fnac.es']",Lexar JumpDrive S25  Memoria USB 3.0  32 GB en Fnac.es
222,{'512'},"['kingston', 'hyperx', 'savage', 'usb', 'flash', 'laufwerk', '512', 'gb', 'usb', '3.1']",Kingston HyperX Savage - USB-Flash-Laufwerk - 512 GB - USB 3.1 -
223,set(),"['kingston', 'microsdhc', 'usb', 'n401', 'sdxc', 'gb', '95', 'mb', 'microsdhc', 'uhs']","Kingston microSDHC USB N401 SDXC GB 95MB/s microSDHC (UHS-I,"
224,{'3533492'},"['extreme', 'con', 'memoria', 'drive', 'intenso', '3533492', 'gb', 'sandisk', 'sdxc', '3.1', 'sdhc']","EXTREME CON + MEMORIA DRIVE,INTENSO,3533492 GB SANDISK SDXC ADATTATORE 3.1 SDHC GO\N"
225,{'32'},"['toshiba', 'exceria', 'pro', 'carte', 'memoire', 'flash', '32', 'sdhc', 'uhs', 'ii']",Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II
226,"{'128', '8', '32'}","['sandisk', 'gb', '128', 'gb', 'sdhc', '32go', 'memory', 'dans', 'drive', 'flash', 'classe', '90']","SANDISK 8GB 128GB SDHC 32GO MEMORY DANS DRIVE - 3 FLASH), CLASSE 90"
227,set(),"['karta', 'pami', 'ci', 'sdhc', 'secure', 'digital', 'high', 'capacity', 'gwarantuj', 'minimaln', 'szybko', 'transferu', 'mb', 'tylko', 'urz', 'dzeniami', 'obs', 'uguj', 'cymi', 'standard', 'sdhc', 'obj', 'ta', 'wieczyst', 'gwarancj']","Karta pami?ci SDHC (Secure Digital High Capacity) gwarantuj?ca minimaln? szybko?? transferu 4 MB/s, kompatybilna tylko z urz?dzeniami obs?uguj?cymi standard SDHC. Obj?ta wieczyst? gwarancj?."
228,{'128'},"['pendrive', '128', 'gb', 'pny', 'attache', '2.0']",Pendrive 128 GB  PNY Attache 4 2.0
229,{'8'},"['sony', 'sdhc', 'gb', 'class', '10', 'uhs']",Sony SDHC 8GB Class 10 UHS-I
230,set(),"['cle', 'usb', 'stick', 'kingston', 'edge', 'extreme', '64', 'sdhctm', 'sdxc', 'sd', 'usb', 'lettura', '22', '50', 'usb', 'meta', '3.1']","Clé USB-Stick Kingston Edge Extreme 64 SDHCTM sdxc Adaptateur SD USB Lettura - 22,50% USB <meta 3.1"
231,set(),"['u3', 'uhs', '-i', 'thn', 'sd', 'carte', 'lexar', 'nero', '10', '90', 'mb', 'fit', 'zu', 'evo']",U3\/UHS\-I THN-U302R0320MF SD carte - Lexar Nero 3 10 90MB\/s Fit zu Informática EVO In
232,{'95'},"['memoria', 'light', 'exceria', 'schwarz', '95', 'gb', 'tarjeta', '10', 'sd', 'sdhc', 'usb', 'sds', 'uhs']","- Memoria light, Exceria schwarz 95 GB Tarjeta 10 SD SDHC USB SDS UHS-I"
233,set(),"['sandisk', 'sdhc', 'ultra', 'plus', 'uhs', 'class', '10']",Sandisk SDSDUNC-016G SDHC Ultra Plus UHS-I class_10
234,{'32'},"['sony', 'usb', 'stick', '32', 'gb', '2.0', 'usm', 'usm32gr', 'bei']",Sony USB-Stick 32GB 2.0 USM (USM32GR) bei
235,{'128'},"['sandisk', 'ultra', '256', '128', 'gb', 'ultra', 'dt50', 'ultra', '128', 'gb']","Sandisk Ultra - 256 128GB Ultra DT50 Ultra 128 GB,"
236,{'128'},"['tesco', 'direct', 'toshiba', 'exceria', 'pro', 'n401', '128', 'gb', 'sdxc', 'uhs', 'class', 'memory', 'card']",Tesco direct: Toshiba EXCERIA PRO - N401 128GB SDXC UHS-I Class 3 memory card
237,set(),"['carte', 'lexar', 'sd', 'extreme', 'gb', 'sdhc', '2.0', 'ultra', '32', 'usb', '32', 'plateado', 'classe', 'rayon', 'photos']",Carte Lexar SD Extreme GB SDHC 2.0 Ultra Professional 32 Adaptateur Usb 32 plateado Classe rayon Photos
238,{'4'},"['samsung', 'pami', 'ci', 'micro', 'quot', 'dual', 'expert', 'de', '45r', 'gb', 'card', 'inc', 'ljdp20', '32gcrbeu', '100r', '90w', 'lesen', '45', 'ab', 'adaptador']","samsung pami?ci micro &quot;dual expert de 45r 4gb card inc,ljdp20-32gcrbeu (100r/90w) lesen) 3 45 ab adaptador"
239,set(),"['micro', 'cruzer', 'sandisk', 'drive', 'usb', 'de', 'adapter']",micro cruzer transmemory sandisk drive speicherkarte usb de adapter
240,"{'32', '4'}","['32', 'gb', 'sd', 'adapter', 'extreme', 'velocita', 'zu', 'sdhc', 'sony', 'j4', '64', '3.1']","32GB SD, Adapter Extreme Velocità zu Kostenloser - SDHC Sony J4 Go 64 3.1"
241,{'64'},"['10', 'extreme', 'ultra', 'sdhc', 'card', '64', 'gb', 'u3', 'lexar', '173420', 'sdxc', 'marca', 'egypt', 'hd']",10 Extreme Ultra - SDHC Card 64GB U3 Lexar (173420) SDXC \nmarca: 1 Egypt y HD
242,"{'10', '32'}","['10', 'memoria', '633x', 'uhs', 'uhs', '32', 'gb', 'nero', 'gn6ma', 'u1', 'lte', 'sandisk', 'usb', 'a2']","10 go, memoria 633x uhs-i uhs-i 32gb nero (sdsquar-016g-gn6ma) u1 lte, sandisk usb a2"
243,set(),"['micro', '2.0', 'vitesse', 'extended', 'classe', 'tarjeta', 'cruzer', 'u302', 'uhs', 'carte', 'kamera', 'pro', 'dans']","Micro 2.0 vitesse Speicherkarte, Extended (classe Tarjeta Cruzer U302 UHS-I\n Carte kamera - PRO dans"
