,date,journal,pages,volume,title,author,note,address,publisher,booktitle,editor,booktile,institution,tech,Pages,year,type,month,id
159, 1988. ,,,, An empirical study of learning speed in back-propagation networks. ," Fahlman, Scott. ",,,,,,," Department of Computer Science, Carnegie Mellon University. "," Technical Report CMU-CS-88-162, ",,,,,159
160, 1988. ,,,, An empirical study of learning speed in back-propagation networks. ," Fahlman, Scott. ",,,,,,," Department of Computer Science, Carnegie Mellon University. "," Technical Report CMU-CS-88-162, ",,,,,160
161, 1988. ,,,, An empirical study of learning speed in back-propagation networks. ," Fahlman, Scott. ",,,,,,," Department of Computer Science, Carnegie Mellon University. "," Technical Report CMU-CS-88-162, ",,,,,161
162, 1988. ,,,, An empirical study of learning speed in back-propagation networks. ," Fahlman, Scott. ",,,,,,," Department of Computer Science, Carnegie Mellon University. "," Technical Report CMU-CS-88-162, ",,,,,162
163, 1988. ,,,, An empirical study of learning speed in back-propagation networks. , S. E. Fahlman. ,," Pittsburgh, PA - USA, ",,,,," Computer Science Department - Carnegie-Mellon, "," Technical Report CMU-CS-88-162, ",,,,,163
164, 1988. ,,,, An Empirical Study of Learning Speed in Back-Propagation Networks. ," Fahlman, S.E. ",,, Morgan-Kaufmann. , In Proceedings of the 1988 Connectionist Models Summer School. ,,,,,,,,,164
165, 1988. ,,,, An Empirical Study of Learning Speed in Back-Propagation Networks. ," Fahlman, S.E. ",,, Morgan-Kaufmann. , In Proceedings of the 1988 Connectionist Models Summer School. ,,,,,,,,,165
166, September ,,,, An empirical strudy of learning speed in back-propagation networks. , Scott E. Fahlman. ,,,,,,," CMU Department of Computer Science, "," Technical Report CMU-CS-88-162, ",,,,,166
167, 1988. ,,,, An empirical study of learning speed in back-propagation networks. , S. Fahlman. ,,,,,,," Carnegie Mellon University, "," Technical report, ",,,,,167
168, (1988). ,,,," ""An Empirical Study of Learning Speed in Backpropagation Networks,"" "," S. E. Fahlman, ",," PA, ",,,,," School of Computer Science, Carnegie Mellon University, Pitts-burgh, "," Tech--nical Report CMU-CS-88-162, ",,,,,168
169, June ,,,," ""An empirical study of learning speed in back-propagation networks,"" "," S. E. Fahlman, ",,,,,,," CMU-CS-88-162, Computer Science Department, Carnegie Mellon University, Pitts-burgh, ", Tech. Rep. ,,,,,169
170, 1988. ,,,, An empirical study of learning speed in back-propagation networks. , S.E. Fahlman. ,,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,170
171,(1998),,,," ""An Empirical Study of Learning Speed in Backpropagation Networks,"" "," S. E. Fahlman, ",," Pittsburgh, USA ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,171
172, September ,,,, An empirical study of learning speed in back-propagation networks. , Scott E. Fahlman. ,," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,172
173, 1988. ,,,," An Empirical Study of Learning Speed in Back-Propagation Networks, "," S. E. Fahlman, ",,,,,,," CMU-CS-TR-88-162, Carnegie Mellon University, "," Technical Report, ",,,,,173
174, 1988. ,,,," An Empirical Study of Learning Speed in Back-Propagation Networks, "," S. E. Fahlman, ",,,,,,," CMU-CS-TR-88-162, Carnegie Mellon University, "," Technical Report, ",,,,,174
175, September ,,,, An empirical study of learning speed in back-propagation networks. , Scott E. Fahlman. ,," Pittsburgh, PA 15213, ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,175
176, September ,,,, An empirical study of learning speed in back-propagation networks. , Scott E. Fahlman. ,," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,176
177, September ,,,," An Empirical Study of Learning Speed in Back-Propagation Networks, "," Fahlman, S.: ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," CMU-CS-88-162, ",,,,,177
178, 1988. ,,,, An empirical study of learning speed in back propagation networks. , S. E. Fahlman. ,,,,,,,," Technical Report CMU-CS-88-162, Carnegie-Mellon Universtity Technical Report, ",,,,,178
179, June ,,,, An empirical study of learning speed in back-propagation networks. , S.E. Fahlman. ,,,,,,,," Tech Report CMU-CS-88-162, ",,,,,179
180, 1988. ,,,," An empirical study of learning speed in backpropagation networks, "," Fahlman, S.E. ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,180
181, June ,,,," ""An Empirical Study of Learning Speed in Back-Propagation Networks,"" "," S. Fahlman, ",,,,,,,," CMU Tech Report CMU-CS-88-162, ",,,,,181
182,(1988). ,,,," ""An Empirical Study of Learning Speed in Back-propagation Networks"", "," S. E. Fahlman, ",,,,,,, Carnegie-Mellon Computer Science Rpt., CMU-CS-88-162,,,,,182
183, 1988. ,,,," ""An empirical study of learning speed in back-propagation networks"", "," Fahlman, S.E., ",," Pittsburgh, PA, ",,,,," Carnegie-Mellon University, "," Report CMU-CS-88-182, ",,,,,183
184, 1988. ,,,, An empirical study of learning speed in backpropagation networks. , S. E. Fahlman. ,," Pittsburgh, PA, ",,,,," Carnegie-Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,184
185, September ,,,, An empirical study of learning speed in back-propagation networks. , Scott E. Fahlman. ,," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,185
186," 1988, ",,,," of Learning Speed in Back-Propagation Networks, "," S. E. Fahlman, ",,,,,,,,CMU-CS-88-162. ,,,,,186
187, 1988. ,,,," ""An Empirical Study of Learning Speed in Back-Propagation Networks."" "," Fahlman, Scott E. ",," Pittsburgh, PA. ",,,,," Computer Science Department, Carnegie Mellon University, ", Technical Report CMU-CS-88-162. ,,,,,187
188, 1988. ,,,," ""An Empirical Study of Learnin g Speed in BackPropagation Networks"",Technical Report CMU-CS-88-162, "," Fahlman, Scott E., ",,"Pittsburgh, PA, ",,,,," Carnegie Mellon University, Computer Science Department",,,,,,188
189, June ,,,," ""An Empirical Study of Learning Speed in BackPropagation Networks,"" "," Scott Fahlman, ",,,,,,," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,189
190, June ,,,," ""An Empirical Study of Learning Speed in BackPropagation Networks,"" "," Scott Fahlman, ",,,,,,," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,190
191, June ,,,," ""An Empirical Study of Learning Speed in BackPropagation Networks,"" "," Scott Fahlman, ",,,,,,," Department of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-88-162, ",,,,,191
192, 1991. ,,,," The Cascade-Correlation Learning Architecture, "," Fahlman, S.E. and Lebiere, C., ",,"Pittsburgh, PA:",,,,," Carnegie-Mellon University, "," (technical report), CMU-CS-90-100,",,,,,192
193, 1991. ,,,," The Cascade-Correlation Learning Architecture, ", S.E. Fahlman and C. Lebiere: ,," Pittsburgh, PA:",,,,," Carnegie-Mellon University, "," (technical report), CMU-CS-90-100,",,,,,193
194, 1991. ,,,," The Cascade-Correlation Learning Architecture, ", S.E. Fahlman and C. Lebiere: ,," Pittsburgh, PA: ",,,,,"Carnegie-Mellon University, "," (technical report),  CMU-CS-90-100,",,,,,194
195," (1990), ",,,," The Cascade-Correlation learning architec ture, "," Fahlman, S. E. & Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,195
196," (1990), ",,,," The Cascade-Correlation learning architecture, "," Fahlman, S. E. & Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,196
197,  (1990).,,,, The cascade-correlation learning architecture. ," Fahlman, S. E. and Lebiere,C. ",,,,,,, Carnegie-Mellon Universtity. , Technical Report CMU-CS-90-100. ,,,,,197
198, (1990). ,,,, The Cascade-Correlation learning architecture. ," Fahlman, S. E. and Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,198
199, (1990). ,,,, The Cascade-Correlation learning architecture. ," Fahlman, S. E. and Lebiere, C. ",," Pittsburgh, PA. ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,199
200, (1990). ,,,, The Cascade-correlation Learning Architecture. ," Fahlman, S. E. and Lebiere, C. ",," Pittsburgh, PA. ",,,,," School of Computer Science, Carnegie-Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,200
201, (1990). ,,,, The Cascade-correlation Learning Architecture. ," Fahlman, S. E. and Lebiere, C. ",," Pittsburgh, PA. ",,,,," School of Computer Science, Carnegie-Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,201
202, (1989). ,,,, Cascade-correlation learning architecture  ," Fahlman, S. E., & Lebiere, C. ",,"Pittsburgh, PA: ",,,,,"Carnegie Mellon University, Computer Science Department. ",Technical rep. CMU-CS-90-100).,,,,,202
203, (1989). ,,,, Cascade-correlation learning architecture  ," Fahlman, S. E., & Lebiere, C. ",,"Pittsburgh, PA:",,,,," Carnegie Mellon University, Computer Science Department. ",Technical rep. CMU-CS-90-100). ,,,,,203
204, (1989). ,,,, Cascade-correlation learning architecture  ," Fahlman, S. E., & Lebiere, C. ",,"Pittsburgh, PA:",,,,," Carnegie Mellon University, Computer Science Department. ",Tech. rep.  CMU-CS-90-100). ,,,,,204
205, (1990). ,,,, The cascade-correlation learning architecture. ," Fahlman, S., and Lebiere, C. ",, Pittsburgh. ,,,,," Carnegie Mellon University,"," Technical Report CMU CS-90-100, ",,,,,205
206, (1990). ,,,, The cascade-correlation learning architecture. ," Fahlman, S., and Lebiere, C. ",, Pittsburgh. ,,,,," Carnegie Mellon University,"," Technical Report CMU CS-90-100, ",,,,,206
207, 1990. ,,,, The cascade-correlation learning architecture. , S. E. Fahlman and C. Lebiere. ,," Pitts-burgh,PA ",,,,," School of Computer Science, Carnegie-Mellon University,"," Technical Report CMU-CS-90-100, ",,,,,207
208, 1990. ,,,," The cascade-correlation learning architecture, "," Fahlman S. E., Lebiere C., ",,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,208
209, (1990). ,,,, The Cascade-Correlation Learning Architecture. ," Fahlman, S. and Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie-Mellon University, "," CMU-CS-90-100, ",,,,,209
210, 1990. ,,,," The Cascade-Correlation learning architecture, "," S. E. Fahlman and C. Lebiere, ",," Pittsburgh, PA 15213, ",,,,,"School of Computer Science, Carnegie Mellon University, "," Tech. Rep.  CMU-CS-90-100, ",,,,,210
211, 1990. ,,,, The cascade-correlation learning architecture. , S. E. Fahlman and C. Lebiere. ,,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,211
212, 1990 ,,,," ""The Cascade-Correlation Learning Architecture"", "," S. E. Fahlman and C. Lebiere, ",,,,,,,," Technical Report:  CMU-CS-90-100, ",,,,,212
213, (1990). ,,,, The Cascade-Correlation Learning Architecture. ," Fahlman, S. and Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie-Mellon University, "," CMU-CS-90-100, ",,,,,213
214, February ,,,, The Cascade-Correlation learning architecture. , Scott E. Fahlman and Christian Lebiere. ,,,,,,," Carnegie Mellon University, School of Computer Science, "," Technical Report CMU-CS-90-100, ",,,,,214
215, Feb. ,,,, The Cascade-Correlation learning architecture. ," Fahlman, S. E., and Lebiere, C. ",," Pittsburgh, PA, ",,,,,"School of Computer Science, Carnegie Mellon University, "," Tech. Rep.  CMU-CS-90-100, ",,,,,215
216, Feb. ,,,, The Cascade-Correlation learning architecture. ," Fahlman, S. E., and Lebiere, C. ",," Pittsburgh, PA, ",,,,,"School of Computer Science, Carnegie Mellon University, "," Tech. Rep.  CMU-CS-90-100, ",,,,,216
217, Feb. ,,,, The Cascade-Correlation learning architecture. ," Fahlman, S. E., and Lebiere, C. ",," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie Mellon University, "," Tech. Rep.  CMU-CS-90-100,",,,,,217
218, Feb. ,,,, The Cascade-Correlation learning architecture. ," Fahlman, S. E., and Lebiere, C. ",," Pittsburgh, PA, ",,,,,"School of Computer Science, Carnegie Mellon University, "," Tech. Rep.  CMU-CS-90-100, ",,,,,218
219, Feb. ,,,, The Cascade-Correlation learning architecture. ," Fahlman, S. E., and Lebiere, C. ",," Pittsburgh, PA, ",,,,,"School of Computer Science, Carnegie Mellon University, "," Tech. Rep.  CMU-CS-90-100, ",,,,,219
220, 1990. ,,,, The cascade-correlation learning architecture. , S.E. Fahlman and C. Lebiere. ,,,,,,," Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,220
221, 1991. ,,,," The Cascade-Correlation Learning Architecture, "," S. E. Fahlman and C. Lebiere, ",,,,,,,"Carnegie Mellon University, "," Technical Report,  CMU-CS-TR-91-100,",,,,,221
222, 1991. ,,,," The Cascade-Correlation Learning Architecture, "," S. E. Fahlman and C. Lebiere, ",,,,,,,"Carnegie Mellon University, "," Technical Report, CMU-CS-TR-91-100,",,,,,222
223, August ,,,," The Cascade-Correlation Learning Architecture, "," Fahlman, S., Lebiere, C.: ",," Pittsburgh, PA, ",,,,," Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,223
224, Feb ,,,," The casade-correlation learning architecture, "," S. Fahlman and C. Lebiere, ",,,,,,," Carnegie Mellon University, School of Computer Science, "," Tech. Report CMU-CS-90-100, ",,,,,224
225,(1990).,,,," ""The Cascade Correlation Learning Architecture"", "," S. E. Fahlman and C. Lebiere, ",,,,,,, Carnegie Mellon Computer Science ,Rpt. CMU-CS-90-100 ,,,,,225
226, (1990) ,,,,The Cascade-Correlation Learning Architecture. ," Fahlman, S. E. and Lebiere, C. ",," Pittsburgh, PA. ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report #CMU-CS-90-100, ",,,,,226
227, 1990 ,,,," ""The Cascade-Correlation Learning Architecture"". "," Fahlman, S. and Lebiere, C. ",,,,,,,," Carnegie-Mellon Report CMU-CS-90-100, ",,,,,227
228, (1990). ,,,, The Cascade-Correlation Learning Architecture. ," Fahlman, S. and Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie-Mellon University, "," CMU-CS-90-100, ",,,,,228
229, February ,,,, The cascade-correlation learning architecture. , Scott E. Fahlman and Christian Lebiere. ,," Pittsburgh, PA 15213, ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,229
230," February, ",,,, The cascade-correlation learning architecture. , S. E. Fahlman and Christian Lebiere. ,," Pittsburgh, PA 15213, ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,230
231, February ,,,," ""The Cascade-Correlation Learning Architecture,"" "," S. Fahlman and C. Lebiere, ",,,,,,,," CMU Tech Report CMU-CS-90-100, ",,,,,231
232, (1990). ,,,, The Cascade-Correlation Learning Architecture. ," Fahlman, S. and Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie-Mellon University, "," CMU-CS-90-100, ",,,,,232
233, (1990). ,,,, The Cascade-Correlation Learning Architecture. ," Fahlman, S. and Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie-Mellon University, "," CMU-CS-90-100, ",,,,,233
234, (1990). ,,,, The Cascade-Correlation Learning Architecture. ," Fahlman, S. and Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie-Mellon University, "," CMU-CS-90-100, ",,,,,234
235, February ,,,," ""The cascade-correlation learning architecture,"" "," S. Fahlman and C. Lebiere, ",," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie-Mellon University, "," Tech. Rep.  CMU-CS-90-100,",,,,,235
236, August ,,,, The cascade-correlation learning architecture. , S.E. Fahlman and C. Lebiere. ,," Pittsburgh, PA 15213, ",,,,," School of Computer Science Carnegie Mellon University, "," Technical report, ",,,,,236
237, (1990). ,,,, The Cascade-Correlation Learning Architecture. ," Fahlman, S. and Lebiere, C. ",," Pittsburgh, PA 15213. ",,,,," School of Computer Science, Carnegie-Mellon University, "," CMU-CS-90-100, ",,,,,237
238, 1990. ,,,, The cascade-correlation learning architecture. , S. E. Fahlman and C. Lebiere. ,,,,,,," Carnegie Mellon University, "," Cmu-cs-90-100, ",,,,,238
239, 1990. ,,,, The cascade-correlation learning architecture. , S. E. Fahlman and C. Lebiere. ,," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie-Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,239
240, 1990. ,,,, The cascade-correlation learning architecture. , S. E. Fahlman and C. Lebiere. ,," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie-Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,240
241, February ,,,, The Cascade-Correlation learning architecture. , Scott E. Fahlman and Christian Lebiere. ,," Pittsburgh, PA, ",,,,," School of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,241
242, (1990). ,,,, The Cascade-correlation Learning Architecture. ," Fahlman, S. E. & Lebiere, C. ",," Pittsburgh, PA. ",,,,," School of Computer Science, Carnegie-Mellon University, "," Technical Report CMU-CS-90-100, ",,,,,242
243, 1991. ,,,," Christi an, ""The Cascade--Correlation Learning Architecture"", "," Fahlman, Scott E., and Lebiere, ",,"Pittsburgh, PA, ",,,,," Carnegie Mellon University, Computer Science Department,"," Technical Report CMU-CS-90-100, ",,,,,243
