,date,volume,pages,title,journal,author,publisher,note,address,booktitle,editor,booktile,tech,institution,Pages,year,type,month
162, 1988. ,,, An empirical study of learning speed in back-propagation networks. ,," Fahlman, Scott. ",,,,,,," Technical Report CMU-CS-88-162, "," Department of Computer Science, Carnegie Mellon University. ",,,,
163, 1988. ,,, An empirical study of learning speed in back-propagation networks. ,, S. E. Fahlman. ,,," Pittsburgh, PA - USA, ",,,," Technical Report CMU-CS-88-162, "," Computer Science Department - Carnegie-Mellon, ",,,,
164, 1988. ,,, An Empirical Study of Learning Speed in Back-Propagation Networks. ,," Fahlman, S.E. ", Morgan-Kaufmann. ,,, In Proceedings of the 1988 Connectionist Models Summer School. ,,,,,,,,
165, 1988. ,,, An Empirical Study of Learning Speed in Back-Propagation Networks. ,," Fahlman, S.E. ", Morgan-Kaufmann. ,,, In Proceedings of the 1988 Connectionist Models Summer School. ,,,,,,,,
166, September ,,, An empirical strudy of learning speed in back-propagation networks. ,, Scott E. Fahlman. ,,,,,,," Technical Report CMU-CS-88-162, "," CMU Department of Computer Science, ",,,,
167, 1988. ,,, An empirical study of learning speed in back-propagation networks. ,, S. Fahlman. ,,,,,,," Technical report, "," Carnegie Mellon University, ",,,,
168, (1988). ,,," ""An Empirical Study of Learning Speed in Backpropagation Networks,"" ",," S. E. Fahlman, ",,," PA, ",,,," Tech--nical Report CMU-CS-88-162, "," School of Computer Science, Carnegie Mellon University, Pitts-burgh, ",,,,
169, June ,,," ""An empirical study of learning speed in back-propagation networks,"" ",," S. E. Fahlman, ",,,,,,, Tech. Rep. ," CMU-CS-88-162, Computer Science Department, Carnegie Mellon University, Pitts-burgh, ",,,,
170, 1988. ,,, An empirical study of learning speed in back-propagation networks. ,, S.E. Fahlman. ,,,,,,," Technical Report CMU-CS-88-162, "," Carnegie Mellon University, ",,,,
171,(1998),,," ""An Empirical Study of Learning Speed in Backpropagation Networks,"" ",," S. E. Fahlman, ",,," Pittsburgh, USA ",,,," Technical Report CMU-CS-88-162, "," School of Computer Science, Carnegie Mellon University, ",,,,
172, September ,,, An empirical study of learning speed in back-propagation networks. ,, Scott E. Fahlman. ,,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-88-162, "," School of Computer Science, Carnegie Mellon University, ",,,,
173, 1988. ,,," An Empirical Study of Learning Speed in Back-Propagation Networks, ",," S. E. Fahlman, ",,,,,,," Technical Report, "," CMU-CS-TR-88-162, Carnegie Mellon University, ",,,,
174, 1988. ,,," An Empirical Study of Learning Speed in Back-Propagation Networks, ",," S. E. Fahlman, ",,,,,,," Technical Report, "," CMU-CS-TR-88-162, Carnegie Mellon University, ",,,,
175, September ,,, An empirical study of learning speed in back-propagation networks. ,, Scott E. Fahlman. ,,," Pittsburgh, PA 15213, ",,,," Technical Report CMU-CS-88-162, "," School of Computer Science, Carnegie Mellon University, ",,,,
176, September ,,, An empirical study of learning speed in back-propagation networks. ,, Scott E. Fahlman. ,,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-88-162, "," School of Computer Science, Carnegie Mellon University, ",,,,
177, September ,,," An Empirical Study of Learning Speed in Back-Propagation Networks, ",," Fahlman, S.: ",,," Pittsburgh, PA, ",,,," CMU-CS-88-162, "," Carnegie Mellon University, ",,,,
178, 1988. ,,, An empirical study of learning speed in back propagation networks. ,, S. E. Fahlman. ,,,,,,," Technical Report CMU-CS-88-162, Carnegie-Mellon Universtity Technical Report, ",,,,,
179, June ,,, An empirical study of learning speed in back-propagation networks. ,, S.E. Fahlman. ,,,,,,," Tech Report CMU-CS-88-162, ",,,,,
180, 1988. ,,," An empirical study of learning speed in backpropagation networks, ",," Fahlman, S.E. ",,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-88-162, "," Carnegie Mellon University, ",,,,
181, June ,,," ""An Empirical Study of Learning Speed in Back-Propagation Networks,"" ",," S. Fahlman, ",,,,,,," CMU Tech Report CMU-CS-88-162, ",,,,,
182,(1988). ,,," ""An Empirical Study of Learning Speed in Back-propagation Networks"", ",," S. E. Fahlman, ",,,,,,, CMU-CS-88-162, Carnegie-Mellon Computer Science Rpt.,,,,
183, 1988. ,,," ""An empirical study of learning speed in back-propagation networks"", ",," Fahlman, S.E., ",,," Pittsburgh, PA, ",,,," Report CMU-CS-88-182, "," Carnegie-Mellon University, ",,,,
184, 1988. ,,, An empirical study of learning speed in backpropagation networks. ,, S. E. Fahlman. ,,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-88-162, "," Carnegie-Mellon University, ",,,,
185, September ,,, An empirical study of learning speed in back-propagation networks. ,, Scott E. Fahlman. ,,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-88-162, "," School of Computer Science, Carnegie Mellon University, ",,,,
186," 1988, ",,," of Learning Speed in Back-Propagation Networks, ",," S. E. Fahlman, ",,,,,,,CMU-CS-88-162. ,,,,,
187, 1988. ,,," ""An Empirical Study of Learning Speed in Back-Propagation Networks."" ",," Fahlman, Scott E. ",,," Pittsburgh, PA. ",,,, Technical Report CMU-CS-88-162. ," Computer Science Department, Carnegie Mellon University, ",,,,
188, 1988. ,,," ""An Empirical Study of Learnin g Speed in BackPropagation Networks"",Technical Report CMU-CS-88-162, ",," Fahlman, Scott E., ",,,"Pittsburgh, PA, ",,,,," Carnegie Mellon University, Computer Science Department",,,,
189, June ,,," ""An Empirical Study of Learning Speed in BackPropagation Networks,"" ",," Scott Fahlman, ",,,,,,," Technical Report CMU-CS-88-162, "," Department of Computer Science, Carnegie Mellon University, ",,,,
190, June ,,," ""An Empirical Study of Learning Speed in BackPropagation Networks,"" ",," Scott Fahlman, ",,,,,,," Technical Report CMU-CS-88-162, "," Department of Computer Science, Carnegie Mellon University, ",,,,
191, June ,,," ""An Empirical Study of Learning Speed in BackPropagation Networks,"" ",," Scott Fahlman, ",,,,,,," Technical Report CMU-CS-88-162, "," Department of Computer Science, Carnegie Mellon University, ",,,,
192, 1991. ,,," The Cascade-Correlation Learning Architecture, ",," Fahlman, S.E. and Lebiere, C., ",,,"Pittsburgh, PA:",,,," (technical report), CMU-CS-90-100,"," Carnegie-Mellon University, ",,,,
193, 1991. ,,," The Cascade-Correlation Learning Architecture, ",, S.E. Fahlman and C. Lebiere: ,,," Pittsburgh, PA:",,,," (technical report), CMU-CS-90-100,"," Carnegie-Mellon University, ",,,,
194, 1991. ,,," The Cascade-Correlation Learning Architecture, ",, S.E. Fahlman and C. Lebiere: ,,," Pittsburgh, PA: ",,,," (technical report),  CMU-CS-90-100,","Carnegie-Mellon University, ",,,,
195," (1990), ",,," The Cascade-Correlation learning architec ture, ",," Fahlman, S. E. & Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie Mellon University, ",,,,
196," (1990), ",,," The Cascade-Correlation learning architecture, ",," Fahlman, S. E. & Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie Mellon University, ",,,,
197,  (1990).,,, The cascade-correlation learning architecture. ,," Fahlman, S. E. and Lebiere,C. ",,,,,,, Technical Report CMU-CS-90-100. , Carnegie-Mellon Universtity. ,,,,
198, (1990). ,,, The Cascade-Correlation learning architecture. ,," Fahlman, S. E. and Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie Mellon University, ",,,,
199, (1990). ,,, The Cascade-Correlation learning architecture. ,," Fahlman, S. E. and Lebiere, C. ",,," Pittsburgh, PA. ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie Mellon University, ",,,,
200, (1990). ,,, The Cascade-correlation Learning Architecture. ,," Fahlman, S. E. and Lebiere, C. ",,," Pittsburgh, PA. ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
201, (1990). ,,, The Cascade-correlation Learning Architecture. ,," Fahlman, S. E. and Lebiere, C. ",,," Pittsburgh, PA. ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
202, (1989). ,,, Cascade-correlation learning architecture  ,," Fahlman, S. E., & Lebiere, C. ",,,"Pittsburgh, PA: ",,,,Technical rep. CMU-CS-90-100).,"Carnegie Mellon University, Computer Science Department. ",,,,
203, (1989). ,,, Cascade-correlation learning architecture  ,," Fahlman, S. E., & Lebiere, C. ",,,"Pittsburgh, PA:",,,,Technical rep. CMU-CS-90-100). ," Carnegie Mellon University, Computer Science Department. ",,,,
204, (1989). ,,, Cascade-correlation learning architecture  ,," Fahlman, S. E., & Lebiere, C. ",,,"Pittsburgh, PA:",,,,Tech. rep.  CMU-CS-90-100). ," Carnegie Mellon University, Computer Science Department. ",,,,
205, (1990). ,,, The cascade-correlation learning architecture. ,," Fahlman, S., and Lebiere, C. ",,, Pittsburgh. ,,,," Technical Report CMU CS-90-100, "," Carnegie Mellon University,",,,,
206, (1990). ,,, The cascade-correlation learning architecture. ,," Fahlman, S., and Lebiere, C. ",,, Pittsburgh. ,,,," Technical Report CMU CS-90-100, "," Carnegie Mellon University,",,,,
207, 1990. ,,, The cascade-correlation learning architecture. ,, S. E. Fahlman and C. Lebiere. ,,," Pitts-burgh,PA ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University,",,,,
208, 1990. ,,," The cascade-correlation learning architecture, ",," Fahlman S. E., Lebiere C., ",,,,,,," Technical Report CMU-CS-90-100, "," Carnegie Mellon University, ",,,,
209, (1990). ,,, The Cascade-Correlation Learning Architecture. ,," Fahlman, S. and Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
210, 1990. ,,," The Cascade-Correlation learning architecture, ",," S. E. Fahlman and C. Lebiere, ",,," Pittsburgh, PA 15213, ",,,," Tech. Rep.  CMU-CS-90-100, ","School of Computer Science, Carnegie Mellon University, ",,,,
211, 1990. ,,, The cascade-correlation learning architecture. ,, S. E. Fahlman and C. Lebiere. ,,,,,,," Technical Report CMU-CS-90-100, "," Carnegie Mellon University, ",,,,
212, 1990 ,,," ""The Cascade-Correlation Learning Architecture"", ",," S. E. Fahlman and C. Lebiere, ",,,,,,," Technical Report:  CMU-CS-90-100, ",,,,,
213, (1990). ,,, The Cascade-Correlation Learning Architecture. ,," Fahlman, S. and Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
214, February ,,, The Cascade-Correlation learning architecture. ,, Scott E. Fahlman and Christian Lebiere. ,,,,,,," Technical Report CMU-CS-90-100, "," Carnegie Mellon University, School of Computer Science, ",,,,
215, Feb. ,,, The Cascade-Correlation learning architecture. ,," Fahlman, S. E., and Lebiere, C. ",,," Pittsburgh, PA, ",,,," Tech. Rep.  CMU-CS-90-100, ","School of Computer Science, Carnegie Mellon University, ",,,,
216, Feb. ,,, The Cascade-Correlation learning architecture. ,," Fahlman, S. E., and Lebiere, C. ",,," Pittsburgh, PA, ",,,," Tech. Rep.  CMU-CS-90-100, ","School of Computer Science, Carnegie Mellon University, ",,,,
217, Feb. ,,, The Cascade-Correlation learning architecture. ,," Fahlman, S. E., and Lebiere, C. ",,," Pittsburgh, PA, ",,,," Tech. Rep.  CMU-CS-90-100,"," School of Computer Science, Carnegie Mellon University, ",,,,
218, Feb. ,,, The Cascade-Correlation learning architecture. ,," Fahlman, S. E., and Lebiere, C. ",,," Pittsburgh, PA, ",,,," Tech. Rep.  CMU-CS-90-100, ","School of Computer Science, Carnegie Mellon University, ",,,,
219, Feb. ,,, The Cascade-Correlation learning architecture. ,," Fahlman, S. E., and Lebiere, C. ",,," Pittsburgh, PA, ",,,," Tech. Rep.  CMU-CS-90-100, ","School of Computer Science, Carnegie Mellon University, ",,,,
220, 1990. ,,, The cascade-correlation learning architecture. ,, S.E. Fahlman and C. Lebiere. ,,,,,,," Technical Report CMU-CS-90-100, "," Carnegie Mellon University, ",,,,
221, 1991. ,,," The Cascade-Correlation Learning Architecture, ",," S. E. Fahlman and C. Lebiere, ",,,,,,," Technical Report,  CMU-CS-TR-91-100,","Carnegie Mellon University, ",,,,
222, 1991. ,,," The Cascade-Correlation Learning Architecture, ",," S. E. Fahlman and C. Lebiere, ",,,,,,," Technical Report, CMU-CS-TR-91-100,","Carnegie Mellon University, ",,,,
223, August ,,," The Cascade-Correlation Learning Architecture, ",," Fahlman, S., Lebiere, C.: ",,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-90-100, "," Carnegie Mellon University, ",,,,
224, Feb ,,," The casade-correlation learning architecture, ",," S. Fahlman and C. Lebiere, ",,,,,,," Tech. Report CMU-CS-90-100, "," Carnegie Mellon University, School of Computer Science, ",,,,
225,(1990).,,," ""The Cascade Correlation Learning Architecture"", ",," S. E. Fahlman and C. Lebiere, ",,,,,,,Rpt. CMU-CS-90-100 , Carnegie Mellon Computer Science ,,,,
226, (1990) ,,,The Cascade-Correlation Learning Architecture. ,," Fahlman, S. E. and Lebiere, C. ",,," Pittsburgh, PA. ",,,," Technical Report #CMU-CS-90-100, "," School of Computer Science, Carnegie Mellon University, ",,,,
227, 1990 ,,," ""The Cascade-Correlation Learning Architecture"". ",," Fahlman, S. and Lebiere, C. ",,,,,,," Carnegie-Mellon Report CMU-CS-90-100, ",,,,,
228, (1990). ,,, The Cascade-Correlation Learning Architecture. ,," Fahlman, S. and Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
229, February ,,, The cascade-correlation learning architecture. ,, Scott E. Fahlman and Christian Lebiere. ,,," Pittsburgh, PA 15213, ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie Mellon University, ",,,,
230," February, ",,, The cascade-correlation learning architecture. ,, S. E. Fahlman and Christian Lebiere. ,,," Pittsburgh, PA 15213, ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie Mellon University, ",,,,
231, February ,,," ""The Cascade-Correlation Learning Architecture,"" ",," S. Fahlman and C. Lebiere, ",,,,,,," CMU Tech Report CMU-CS-90-100, ",,,,,
232, (1990). ,,, The Cascade-Correlation Learning Architecture. ,," Fahlman, S. and Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
233, (1990). ,,, The Cascade-Correlation Learning Architecture. ,," Fahlman, S. and Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
234, (1990). ,,, The Cascade-Correlation Learning Architecture. ,," Fahlman, S. and Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
235, February ,,," ""The cascade-correlation learning architecture,"" ",," S. Fahlman and C. Lebiere, ",,," Pittsburgh, PA, ",,,," Tech. Rep.  CMU-CS-90-100,"," School of Computer Science, Carnegie-Mellon University, ",,,,
236, August ,,, The cascade-correlation learning architecture. ,, S.E. Fahlman and C. Lebiere. ,,," Pittsburgh, PA 15213, ",,,," Technical report, "," School of Computer Science Carnegie Mellon University, ",,,,
237, (1990). ,,, The Cascade-Correlation Learning Architecture. ,," Fahlman, S. and Lebiere, C. ",,," Pittsburgh, PA 15213. ",,,," CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
238, 1990. ,,, The cascade-correlation learning architecture. ,, S. E. Fahlman and C. Lebiere. ,,,,,,," Cmu-cs-90-100, "," Carnegie Mellon University, ",,,,
239, 1990. ,,, The cascade-correlation learning architecture. ,, S. E. Fahlman and C. Lebiere. ,,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
240, 1990. ,,, The cascade-correlation learning architecture. ,, S. E. Fahlman and C. Lebiere. ,,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
241, February ,,, The Cascade-Correlation learning architecture. ,, Scott E. Fahlman and Christian Lebiere. ,,," Pittsburgh, PA, ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie Mellon University, ",,,,
242, (1990). ,,, The Cascade-correlation Learning Architecture. ,," Fahlman, S. E. & Lebiere, C. ",,," Pittsburgh, PA. ",,,," Technical Report CMU-CS-90-100, "," School of Computer Science, Carnegie-Mellon University, ",,,,
243, 1991. ,,," Christi an, ""The Cascade--Correlation Learning Architecture"", ",," Fahlman, Scott E., and Lebiere, ",,,"Pittsburgh, PA, ",,,," Technical Report CMU-CS-90-100, "," Carnegie Mellon University, Computer Science Department,",,,,
246, 1990. ,,," ""The cascade-correlation learning algorithm"", ",," S.E. Fahlman, C. Lebiere, ",,,,,,," Technical Report CMU-CS-90-100, "," Carnegie Mel-lon University, ",,,,
247, (1990). ,,," The cascade-correlation learning architecture, ",," S.E. Fahlman and C. Lebiere, "," Morgan Kauffman, ",," San Mateo, CA: "," Advances in Neural Information Processing 2, "," D.S. Touretzky,Ed. ",,,, 524-532 ,,,
248, 1990. ,," pages 524-532, ", The Cascade-Correlation learning architecture. ,, Scott E. Fahlman and Christian Lebiere. ,,,," In , ",,,,,,,,
249, (1989). ,," (pp. 524-532), ", The cascade-correlation learning architecture. ,," Fahlman, S. & Lebiere, C. ", Morgan Kaufmann. ,," San Mateo, CA. "," Advances in Neural Information Processing Systems (volume 2), "," In Touretzky, D., editor, ",,,,,,,
